rank,company,revenue ($ millions),profit ($ millions),Sector
1,Wal-Mart Stores,378799.0,12731.0,Consumer Defensive
2,Exxon Mobil,372824.0,40610.0,Energy
3,Chevron,210783.0,18688.0,Energy
4,General Motors,182347.0,-38732.0,Consumer Cyclical
5,ConocoPhillips,178558.0,11891.0,Energy
6,General Electric,176656.0,22208.0,Industrials
7,Ford Motor,172468.0,-2723.0,Consumer Cyclical
8,Citigroup,159229.0,3617.0,Financial Services
9,Bank of America Corp.,119190.0,14982.0,Financial Services
10,AT&T,118928.0,11951.0,Communication Services
11,Berkshire Hathaway,118245.0,13213.0,Financial Services
12,J.P. Morgan Chase & Co.,116353.0,15365.0,Financial Services
13,American International Group,110064.0,6200.0,Financial Services
14,Hewlett-Packard,104286.0,7264.0,Technology
15,International Business Machines,98786.0,10418.0,Technology
16,Valero Energy,96758.0,5234.0,Energy
17,Verizon Communications,93775.0,5521.0,Communication Services
18,McKesson,93574.0,913.0,Healthcare
19,Cardinal Health,88363.9,1931.1,Healthcare
20,Goldman Sachs Group,87968.0,11599.0,Financial Services
21,Morgan Stanley,87879.0,3209.0,Financial Services
22,Home Depot,84740.0,4395.0,Consumer Cyclical
23,Procter & Gamble,76476.0,10340.0,Consumer Defensive
24,CVS Caremark,76329.5,2637.0,Healthcare
25,UnitedHealth Group,75431.0,4654.0,Healthcare
26,Kroger,70234.7,1180.5,Consumer Defensive
27,Boeing,66387.0,4074.0,Industrials
28,AmerisourceBergen,66074.3,469.2,Healthcare
29,Costco Wholesale,64400.2,1082.8,Consumer Defensive
30,Merrill Lynch,64217.0,-7777.0,Financial Services
31,Target,63367.0,2849.0,Consumer Defensive
32,State Farm Insurance Cos.,61611.6,5463.7,Financial Services
33,WellPoint,61134.3,3345.4,Healthcare
34,Dell,61133.0,2947.0,Technology
35,Johnson & Johnson,61095.0,10576.0,Healthcare
36,Marathon Oil,60044.0,3956.0,Energy
37,Lehman Brothers Holdings,59003.0,4192.0,Financial Services
38,Wachovia Corp.,55528.0,6312.0,Financial Services
39,United Technologies,54759.0,4224.0,Industrials
40,Walgreen,53762.0,2041.3,Healthcare
41,Wells Fargo,53593.0,8057.0,Financial Services
42,Dow Chemical,53513.0,2887.0,Basic Materials
43,MetLife,53150.0,4317.0,Financial Services
44,Microsoft,51122.0,14065.0,Technology
45,Sears Holdings,50703.0,826.0,Consumer Cyclical
46,United Parcel Service,49692.0,382.0,Industrials
47,Pfizer,48418.0,8144.0,Healthcare
48,Lowe's,48283.0,2809.0,Consumer Cyclical
49,Time Warner,46615.0,4387.0,Communication Services
50,Caterpillar,44958.0,3541.0,Industrials
51,Medco Health Solutions,44506.2,912.0,Healthcare
52,Archer Daniels Midland,44018.0,2162.0,Consumer Defensive
53,Fannie Mae,43355.0,-2050.0,Financial Services
54,Freddie Mac,43104.0,-3094.0,Financial Services
55,Safeway,42286.0,888.4,Consumer Defensive
56,Sunoco,42101.0,891.0,Energy
57,Lockheed Martin,41862.0,3033.0,Industrials
58,Sprint Nextel,40146.0,-29580.0,Communication Services
59,PepsiCo,39474.0,5658.0,Consumer Defensive
60,Intel,38334.0,6976.0,Technology
61,Altria Group,38051.0,9786.0,Consumer Defensive
62,Supervalu,37406.0,452.0,Consumer Defensive
63,Kraft Foods,37241.0,2590.0,Consumer Defensive
64,Allstate,36769.0,4636.0,Financial Services
65,Motorola,36622.0,-49.0,Technology
66,Best Buy,35934.0,1377.0,Consumer Cyclical
67,Walt Disney,35882.0,4687.0,Communication Services
68,FedEx,35214.0,2016.0,Industrials
69,Ingram Micro,35047.1,275.9,Technology
70,Sysco,35042.1,1001.1,Consumer Defensive
71,Cisco Systems,34922.0,7333.0,Technology
72,Johnson Controls,34678.0,1252.0,Industrials
73,Honeywell International,34589.0,2444.0,Industrials
74,Prudential Financial,34401.0,3704.0,Financial Services
75,American Express,32316.0,4012.0,Financial Services
76,Northrop Grumman,32032.0,1790.0,Industrials
77,Hess,31924.0,1832.0,Energy
78,GMAC,31490.0,-2332.0,Financial Services
79,Comcast,30895.0,2587.0,Communication Services
80,Alcoa,30748.0,2564.0,Basic Materials
81,DuPont,30653.0,2988.0,Basic Materials
82,New York Life Insurance,29279.6,1141.8,Financial Services
83,Coca-Cola,28857.0,5981.0,Consumer Defensive
84,News Corp.,28655.0,3426.0,Communication Services
85,Aetna,27599.6,1831.0,Healthcare
86,TIAA-CREF,27526.0,1438.8,Financial Services
87,General Dynamics,27294.0,2072.0,Industrials
88,Tyson Foods,26900.0,268.0,Consumer Defensive
89,HCA,26858.0,874.0,Healthcare
90,Enterprise GP Holdings,26713.8,109.0,Energy
91,Macy's,26340.0,893.0,Consumer Cyclical
92,Delphi,26160.0,-3065.0,Consumer Cyclical
93,Travelers Cos.,26017.0,4601.0,Financial Services
94,Liberty Mutual Insurance Group,25961.0,1518.0,Financial Services
95,Hartford Financial Services,25916.0,2949.0,Financial Services
96,Abbott Laboratories,25914.2,3606.3,Healthcare
97,Washington Mutual,25531.0,-67.0,Financial Services
98,Humana,25290.0,833.7,Healthcare
99,Massachusetts Mutual Life Insurance,25268.2,722.0,Financial Services
100,3M,24462.0,4096.0,Industrials
101,Merck,24197.7,3275.4,Healthcare
102,Deere,24082.2,1821.7,Industrials
103,Apple,24006.0,3496.0,Technology
104,Countrywide Financial,23442.1,-703.5,Financial Services
105,Tech Data,23423.1,108.3,Technology
106,McDonald's,23230.7,2395.1,Consumer Cyclical
107,Publix Super Markets,23193.6,1183.9,Consumer Defensive
108,Nationwide,22962.0,1994.0,Financial Services
109,AMR,22935.0,504.0,Basic Materials
110,Northwestern Mutual,22596.6,1000.0,Financial Services
111,Emerson Electric,22572.0,2136.0,Industrials
112,Raytheon,22426.0,2578.0,Industrials
113,Wyeth,22399.8,4616.0,Healthcare
114,International Paper,22284.0,1168.0,Consumer Cyclical
115,Electronic Data Systems,22135.0,716.0,Technology
116,Tesoro,21675.0,566.0,Basic Materials
117,Constellation Energy,21193.2,821.5,Utilities
118,Coca-Cola Enterprises,20936.0,711.0,Consumer Defensive
119,Goodyear Tire & Rubber,20538.0,602.0,Consumer Cyclical
120,Manpower,20500.3,484.7,Industrials
121,Plains All American Pipeline,20394.0,365.0,Energy
122,U.S. Bancorp,20308.0,4324.0,Financial Services
123,Occidental Petroleum,20206.0,5400.0,Energy
124,UAL,20143.0,403.0,Industrials
125,Bristol-Myers Squibb,19977.0,2165.0,Healthcare
126,J.C. Penney,19860.0,1111.0,Consumer Cyclical
127,Whirlpool,19451.0,640.0,Consumer Cyclical
128,Staples,19372.7,995.7,Consumer Defensive
129,Delta Air Lines,19154.0,1612.0,Industrials
130,Capital One Financial,18965.5,1570.3,Financial Services
131,Exelon,18925.0,2736.0,Utilities
132,TJX,18647.1,771.8,Consumer Cyclical
133,Eli Lilly,18633.5,2953.0,Healthcare
134,Murphy Oil,18439.1,766.5,Energy
135,Express Scripts,18377.8,567.8,Healthcare
136,Kimberly-Clark,18266.0,1822.9,Consumer Defensive
137,Oracle,17996.0,4274.0,Technology
138,AutoNation,17950.6,278.7,Consumer Cyclical
139,Loews,17920.0,2489.0,Financial Services
140,Freeport-McMoRan Copper & Gold,17876.0,2977.0,Basic Materials
141,Cigna,17623.0,1115.0,Healthcare
142,Rite Aid,17507.7,26.8,Healthcare
143,DirecTV Group,17246.0,1451.0,Communication Services
144,Xerox,17228.0,1135.0,Technology
