rank,company,revenue ($ millions),profit ($ millions),Sector
156,CBS,9401.0,30.0,Communication Services
157,Principal Financial,9387.0,526.0,Financial Services
158,Textron,9274.0,253.0,Industrials
159,Monsanto,9262.0,385.0,Basic Materials
160,Mass. Mutual Life Ins.,9230.0,287.9,Financial Services
161,H.J. Heinz,9112.3,659.3,Consumer Defensive
162,Morgan Stanley,9028.6,951.4,Financial Services
163,Salomon,9002.0,907.0,Consumer Defensive
164,Amerada Hess,8929.7,660.1,Energy
165,Wells Fargo,8882.9,1153.9,Financial Services
166,Cardinal Health,8862.4,111.9,Healthcare
167,Colgate-Palmolive,8749.0,635.0,Consumer Defensive
168,John Hancock Financial Svcs.,8743.5,313.8,Financial Services
169,Wells Fargo & Co.,8723.0,1071.0,Financial Services
170,ITT Industries,8718.1,222.6,Industrials
171,Whirlpool,8696.0,156.0,Consumer Cyclical
172,Microsoft,8671.0,2195.0,Technology
173,Limited Brands,8664.8,434.2,Consumer Cyclical
174,Lowe's,8600.2,292.2,Consumer Cyclical
175,Seagate Technology,8588.4,213.3,Technology
176,Unocal,8587.5,36.4,Energy
177,Edison International,8545.0,717.0,Utilities
178,CVS,8345.9,75.4,Healthcare
179,Crown Holdings,8331.9,284.0,Consumer Cyclical
180,General Re,8295.7,893.5,Financial Services
181,Ultramar Diamond Shamrock,8208.4,-35.9,Energy
182,Burlington No. Santa Fe,8187.0,889.0,Industrials
183,US Airways Group,8142.4,263.4,Industrials
184,Foot Locker,8092.4,168.7,Consumer Cyclical
185,Northrop Grumman,8071.0,234.0,Industrials
186,FleetBoston Financial,8043.0,1139.0,Financial Services
187,Tele-Communications,8022.0,278.0,Communication Services
188,Coca-Cola Enterprises,7921.0,114.0,Consumer Defensive
189,Dana,7890.7,306.0,Consumer Cyclical
190,Dell,7759.0,518.0,Technology
191,Campbell Soup,7678.0,802.0,Consumer Defensive
192,PanEnergy,7536.8,344.4,Energy
193,Halliburton,7385.1,300.4,Energy
194,Eli Lilly,7346.6,1523.5,Healthcare
195,Honeywell,7311.6,402.7,Industrials
196,Pharmacia,7286.0,562.0,Healthcare
197,Dynegy,7260.2,113.3,Utilities
198,Warner-Lambert,7231.4,786.5,Healthcare
199,PPG Industries,7218.1,744.0,Basic Materials
200,Best Buy,7217.4,48.0,Consumer Cyclical
201,Entergy,7163.5,420.0,Utilities
202,AFLAC,7100.2,394.4,Financial Services
203,Sun Microsystems,7094.8,476.4,Technology
204,Circuit City Stores,7029.1,179.4,Consumer Cyclical
205,Reynolds Metals,7016.0,89.0,Consumer Cyclical
206,American General,6979.0,577.0,Financial Services
207,Eaton,6961.0,349.0,Industrials
208,Consolidated Edison,6959.7,694.1,Utilities
209,Unicom,6937.0,666.1,Communication Services
210,Guardian Life of America,6904.1,173.2,Financial Services
211,Lincoln National,6882.8,513.6,Financial Services
212,USAA,6831.1,855.3,Financial Services
213,Humana,6788.0,12.0,Healthcare
214,Ingersoll-Rand,6702.9,358.0,Industrials
215,TJX,6689.4,363.1,Consumer Cyclical
216,Kellogg,6676.6,531.0,Consumer Defensive
217,R.R. Donnelley & Sons,6599.0,-157.6,Industrials
218,ITT,6597.0,249.0,Industrials
219,Dresser Industries,6561.5,257.5,Industrials
220,TXU,6550.9,753.6,Utilities
221,Arrow Electronics,6534.6,202.7,Technology
222,Chubb,6497.4,512.7,Financial Services
223,Nike,6470.6,553.2,Consumer Cyclical
224,Tyson Foods,6453.8,86.9,Consumer Defensive
225,Dillard's,6412.1,238.6,Consumer Cyclical
226,Unisys,6370.5,49.7,Technology
227,Continental Airlines,6360.0,319.0,Industrials
228,PNC Financial Services,6333.8,992.2,Financial Services
229,RadioShack,6285.5,-91.6,Consumer Cyclical
230,Transamerica,6277.6,456.3,Financial Services
231,Wellpoint,6269.6,64.2,Healthcare
232,Lear,6249.1,151.9,Consumer Cyclical
233,BankBoston Corp.,6237.0,650.0,Financial Services
234,Public Service Enterprise Group,6169.6,611.6,Utilities
235,Aramark,6122.5,109.5,Industrials
236,Ralston Purina,6114.3,359.6,Consumer Defensive
237,Union Carbide,6106.0,593.0,Basic Materials
238,St. Paul Travelers Cos.,6095.2,450.1,Financial Services
239,Manpower,6079.9,162.3,Industrials
240,Office Depot,6068.6,129.0,Consumer Cyclical
241,KeyCorp,6038.0,783.0,Financial Services
242,FPL Group,6036.8,579.5,Utilities
243,Champion International,5880.4,141.3,Basic Materials
244,American Electric Power,5849.2,587.4,Utilities
245,American Standard,5804.6,-46.7,Industrials
246,Browning-Ferris Industries,5779.3,-101.3,Industrials
247,Fortune Brands,5776.3,486.5,Industrials
248,Borden Chemical,5765.1,81.9,Basic Materials
249,Navistar International,5754.0,65.0,Industrials
250,Genuine Parts,5720.5,330.1,Consumer Cyclical
251,Bank of New York Co.,5713.0,1020.0,Financial Services
252,Paine Webber Group,5706.0,364.4,Financial Services
253,Fort James,5690.5,157.3,Consumer Defensive
254,Schering-Plough,5655.8,1212.8,Healthcare
255,Tenet Healthcare,5559.0,350.0,Healthcare
256,AmerisourceBergen,5551.7,35.4,Healthcare
257,Merisel,5522.8,-140.4,Technology
258,Ryder System,5519.4,-41.3,Industrials
259,Central & South West,5517.0,447.0,Utilities
260,Avatex,5502.3,-63.7,Consumer Cyclical
261,AMP,5468.0,287.0,Financial Services
262,Rite Aid,5446.0,158.9,Healthcare
263,Baxter International,5438.0,669.0,Healthcare
264,General Mills,5416.0,476.4,Consumer Defensive
265,Case,5409.0,316.0,Industrials
266,Vons,5407.4,104.7,Consumer Defensive
267,Food 4 Less,5342.7,-204.6,Consumer Defensive
268,Bindley Western,5318.9,18.0,Healthcare
269,Gap,5284.4,452.9,Consumer Cyclical
270,Cooper Industries,5283.7,315.4,Healthcare
271,Sealed Air,5262.4,2857.7,Consumer Cyclical
272,Cummins,5257.0,160.0,Industrials
273,Avnet,5207.8,188.3,Technology
274,Quaker Oats,5199.0,247.9,Consumer Defensive
275,Stone Container,5141.8,-126.2,Basic Materials
276,VF,5137.2,299.5,Consumer Cyclical
277,OfficeMax,5122.7,9.1,Consumer Cyclical
278,FMC,5121.9,210.7,Basic Materials
279,Tyco International,5089.8,310.1,Industrials
280,Revco D.S.,5087.7,76.2,Consumer Defensive
281,Lyondell Chemical,5082.0,126.0,Basic Materials
282,Household International,5058.8,538.6,Financial Services
283,Millennium Chemicals,5057.0,-2701.0,Basic Materials
284,Gateway,5035.2,250.7,Industrials
285,Eckerd,4997.1,93.5,Consumer Defensive
286,Illinois Tool Works,4996.7,486.3,Industrials
287,Valero Energy,4990.7,72.7,Energy
288,Bear Stearns,4963.9,490.6,Financial Services
289,First Data,4938.1,636.5,Financial Services
290,National City Corp.,4928.4,736.6,Financial Services
291,Black & Decker,4914.4,229.6,Industrials
292,Dominion Resources,4842.3,472.1,Utilities
293,Avon Products,4814.2,317.9,Consumer Defensive
294,Caremark Rx,4813.5,-158.5,Healthcare
295,Thrifty PayLess Holdings,4798.9,-35.2,Consumer Defensive
296,NorAm Energy,4788.5,90.9,Energy
297,Eastman Chemical,4782.0,380.0,Basic Materials
298,Norfolk Southern,4770.0,770.4,Industrials
299,Mellon Financial Corp.,4762.0,733.0,Financial Services
300,Duke Energy,4758.0,730.0,Utilities
301,Mead,4706.5,195.3,Consumer Defensive
302,Bethlehem Steel,4679.0,-308.8,Basic Materials
303,Gannett,4665.1,943.1,Communication Services
304,PacifiCare Health Sys.,4637.3,72.0,Healthcare
305,Tech Data,4598.9,57.0,Technology
306,Paccar,4584.7,201.0,Industrials
307,Ryerson Tull,4584.1,45.7,Basic Materials
308,SCI Systems,4544.8,81.0,Consumer Cyclical
309,MCI WorldCom,4485.1,-2213.4,Financial Services
310,Nordstrom,4453.1,147.5,Consumer Cyclical
311,Praxair,4449.0,282.0,Basic Materials
312,Quantum,4422.7,-90.5,Technology
313,Allegiance,4387.2,-477.7,Industrials
314,"HomeBase, Inc.",4375.5,76.7,Consumer Cyclical
315,CMS Energy,4333.0,240.0,Utilities
316,Aquila,4332.3,105.8,Energy
317,PacifiCorp,4293.8,504.9,Utilities
318,Exelon,4283.7,517.2,Utilities
319,Computer Sciences,4242.4,141.7,Technology
320,Oracle,4223.3,603.3,Technology
321,Corning,4199.5,175.6,Technology
322,Mutual of Omaha Ins.,4199.1,65.6,Financial Services
323,CoreStates Financial Corp.,4197.3,649.1,Financial Services
324,Aon,4191.2,335.2,Financial Services
325,FHP International,4179.3,44.2,Healthcare
326,WellPoint Health Networks,4169.8,202.0,Healthcare
327,Marsh & McLennan,4149.0,459.3,Financial Services
328,Applied Materials,4144.8,599.6,Technology
329,LTV,4134.5,109.2,Technology
330,Sherwin-Williams,4132.9,229.2,Basic Materials
331,American Financial Grp.,4115.4,233.3,Financial Services
332,Cisco Systems,4096.0,913.3,Technology
333,CenterPoint Energy,4095.3,404.9,Utilities
334,Dover,4076.3,390.2,Industrials
335,Supermarkets Genl. Holdings,4065.9,36.8,Consumer Defensive
336,SunTrust Banks,4064.0,616.6,Financial Services
337,Unum,4042.7,238.0,Financial Services
338,Foster Wheeler,4040.6,82.2,Industrials
339,Comcast,4038.4,-53.5,Communication Services
340,Air Products & Chem.,4033.0,416.0,Basic Materials
341,Wachovia Corp.,4015.0,644.6,Financial Services
342,Union Camp,4013.2,85.3,Basic Materials
343,Niagara Mohawk Holdings,3990.7,110.4,Utilities
344,Hershey Foods,3989.3,273.2,Consumer Defensive
345,Rohm & Haas,3982.0,363.0,Basic Materials
346,Safeco,3977.3,439.0,Financial Services
347,Owens-Illinois,3976.2,191.1,Consumer Cyclical
348,Staples,3967.7,106.4,Consumer Defensive
349,Service Merchandise,3955.0,39.3,Consumer Cyclical
350,Hilton Hotels,3940.0,82.0,Consumer Cyclical
351,GPU,3918.1,313.9,Utilities
352,Giant Food,3860.6,102.2,Consumer Cyclical
353,Pitney Bowes,3858.6,469.3,Industrials
354,Dole Food,3840.3,89.0,Consumer Defensive
355,U.S. Bancorp,3839.6,739.8,Financial Services
356,Owens Corning,3832.0,-284.0,Industrials
357,CompUSA,3829.8,59.7,Technology
358,Barnett Banks,3816.3,564.5,Financial Services
359,Allegheny Technologies,3815.6,213.0,Industrials
360,Consolidated Natural Gas,3794.3,298.3,Energy
361,Northeast Utilities,3792.1,1.8,Utilities
362,Phelps Dodge,3786.6,461.8,Basic Materials
363,Mattel,3786.0,377.6,Consumer Cyclical
364,H.F. Ahmanson,3766.6,145.3,Financial Services
365,Fred Meyer,3724.8,58.5,Consumer Defensive
366,Conrail,3714.0,342.0,Industrials
367,Morton International,3686.2,334.2,Basic Materials
368,CNF,3662.2,27.5,Financial Services
369,Harris,3659.3,178.4,Energy
370,Micron Technology,3653.8,593.5,Technology
371,Nucor,3647.0,248.2,Basic Materials
372,DTE Energy,3645.4,309.3,Utilities
373,Providian,3622.2,434.7,Financial Services
374,Litton Industries,3611.5,150.9,Industrials
375,General Dynamics,3609.0,270.0,Industrials
376,SLM,3590.1,419.4,Financial Services
377,LG&E Energy,3589.5,104.0,Utilities
378,Parker Hannifin,3586.4,239.7,Industrials
379,Universal,3570.2,72.2,Consumer Defensive
380,Automatic Data Proc.,3566.6,454.7,Industrials
381,Great Western Financial Corp.,3565.8,115.8,Financial Services
382,Foundation Health,3561.4,148.3,Healthcare
383,Trans World Airlines,3554.4,-284.8,Industrials
384,Intelligent Electronics,3547.8,-103.8,Technology
385,W.W. Grainger,3537.2,208.5,Industrials
386,Williams,3531.2,362.3,Energy
387,MicroAge,3516.4,13.3,Technology
388,Computer Assoc. Intl.,3504.6,-56.4,Technology
389,USF&G,3497.4,261.0,Consumer Defensive
390,Reebok International,3482.9,139.0,Consumer Cyclical
391,Progressive,3478.4,313.7,Financial Services
392,Mapco,3474.0,97.5,Energy
393,Temple-Inland,3460.0,133.0,Basic Materials
394,ServiceMaster,3458.3,245.1,Industrials
395,Pacific Life,3454.2,113.1,Financial Services
396,Willamette Industries,3425.2,192.1,Basic Materials
397,Smurfit-Stone Container,3410.0,112.0,Basic Materials
398,Washington Mutual,3408.5,114.3,Financial Services
399,Southwest Airlines,3406.2,207.3,Industrials
400,Times Mirror,3401.0,206.4,Communication Services
401,Sonat,3394.9,201.2,Energy
402,Olsten,3377.7,54.6,Industrials
403,American Family Ins. Grp.,3328.0,97.6,Financial Services
404,Nash Finch,3322.7,20.0,Consumer Defensive
405,Turner Corp.,3317.8,-1.7,Industrials
406,Kelly Services,3302.3,73.0,Industrials
407,Penn Traffic,3296.5,-41.4,Consumer Cyclical
408,Harcourt General,3289.9,190.9,Communication Services
409,Beverly Enterprises,3281.0,50.3,Healthcare
410,Republic New York Corp.,3279.2,418.8,Financial Services
411,MBNA,3279.2,474.5,Financial Services
412,Allmerica Financial,3274.7,181.9,Financial Services
413,Columbia Energy Group,3269.8,221.6,Energy
414,Richfood Holdings,3250.9,37.1,Consumer Defensive
415,Cinergy,3242.7,334.8,Utilities
416,Masco,3237.0,295.2,Industrials
417,Avery Dennison,3222.5,175.9,Consumer Cyclical
418,Florida Progress,3221.1,224.4,Utilities
419,York International,3218.5,147.9,Industrials
420,Health Net,3204.2,73.6,Healthcare
421,Shaw Industries,3201.0,34.0,Consumer Cyclical
422,Estee Lauder,3194.5,160.4,Consumer Defensive
423,Alltel,3192.4,291.7,Communication Services
424,Darden Restaurants,3191.8,74.4,Consumer Cyclical
425,Engelhard,3184.4,150.4,Basic Materials
426,OfficeMax,3179.3,68.8,Consumer Cyclical
427,Brunswick,3160.3,185.8,Consumer Cyclical
428,Alumax,3159.3,250.0,Basic Materials
429,Constellation Energy,3153.2,310.8,Utilities
430,Long Island Lighting,3150.7,316.5,Utilities
431,Echlin,3128.7,142.2,Consumer Cyclical
432,Whitman,3111.3,139.4,Consumer Defensive
433,Olin,3109.0,280.0,Basic Materials
434,Brink's,3106.6,104.2,Industrials
435,Centex,3103.0,53.4,Real Estate
436,InaCom,3102.1,18.7,Technology
437,Hormel Foods,3098.7,79.4,Consumer Defensive
438,Reader's Digest Assn.,3098.1,80.6,Communication Services
439,Reliance Group Holdings,3090.6,48.2,Financial Services
440,Oxford Health Plans,3075.0,99.6,Healthcare
441,McGraw-Hill,3074.7,495.7,Communication Services
442,Westvaco,3074.5,212.2,Basic Materials
443,Yellow Roadway,3072.6,-27.2,industrials
444,Comerica,3069.7,417.2,Financial Services
445,U.S. Bancorp,3068.5,478.9,Financial Services
446,Conseco,3065.4,267.7,Financial Services
447,Mercantile Stores,3030.8,121.5,Consumer Cyclical
448,Baker Hughes,3027.7,176.4,Energy
449,Owens & Minor,3019.0,13.0,Healthcare
450,El Paso,3010.1,38.2,Energy
451,Hasbro,3002.4,199.9,Consumer Cyclical
452,Maytag,3001.7,136.4,Consumer Cyclical
453,Graybar Electric,3001.0,44.5,Basic Materials
454,Progress Energy,2995.7,391.3,Energy
455,IMC Global,2981.0,144.3,Basic Materials
456,Hannaford Bros.,2958.6,75.2,Consumer Defensive
457,Level 3 Communications,2934.0,221.0,Communication Services
458,Thermo Electron,2932.6,190.8,Healthcare
459,Thrivent Financial for Lutherans,2924.1,129.7,Financial Services
460,Silicon Graphics,2921.3,115.0,Technology
461,Smith's Food & Drug Centers,2890.0,-164.2,Industrials
462,Joy Global,2887.6,114.2,Industrials
463,Bruno's,2879.4,-52.5,Consumer Cyclical
464,Interstate Bakeries,2878.2,24.5,Consumer Defensive
465,Newell Rubbermaid,2872.8,256.5,Consumer Defensive
466,Western Digital,2865.2,96.9,Technology
467,Fleetwood Enterprises,2861.5,79.6,Consumer Cyclical
468,Cyprus Amax Minerals,2843.0,77.0,Basic Materials
469,Longs Drug Stores,2828.3,58.6,Consumer Defensive
470,Solectron,2817.2,114.2,Technology
471,Dean Foods,2814.3,-49.7,Consumer Defensive
472,PPL,2805.0,329.0,Utilities
473,Sonoco Products,2788.1,170.9,Consumer Cyclical
474,Knight-Ridder,2774.8,267.9,Communication Services
475,Beneficial,2771.9,281.0,Financial Services
476,Becton Dickinson,2769.8,283.4,Healthcare
477,State St. Corp.,2744.4,292.8,Financial Services
478,Ace Hardware,2742.5,N.A.,Consumer Cyclical
479,GenAmerica,2740.5,83.2,Financial Services
480,APL,2739.1,69.5,Industrials
481,Phoenix,2725.0,100.7,Financial Services
482,Caliber System,2718.1,-165.1,Industrials
483,Lutheran Brotherhood,2713.2,158.7,Financial Services
484,Caldor,2698.4,-377.0,Consumer Cyclical
485,Asarco,2696.7,138.3,Consumer Cyclical
486,General Instrument,2689.7,-1.9,Technology
487,Stanley Works,2670.8,96.9,Industrials
488,Golden West Financial,2656.5,164.7,Financial Services
489,Xcel Energy,2654.2,274.5,Utilities
490,Payless Cashways,2650.9,-19.1,Consumer Cyclical
491,Big Lots,2647.5,83.9,Consumer Defensive
492,Omnicom Group,2641.7,176.3,Communication Services
493,National Semiconductor,2623.1,185.4,Technology
494,New York Times,2615.0,84.5,Communication Services
495,Witco,2596.3,-315.1,Basic Materials
496,USG,2590.0,15.0,Basic Materials
497,Pacific Enterprises,2588.0,203.0,Utilities
498,Roundy's,2583.5,N.A.,Consumer Defensive
499,Western Atlas,2582.8,125.7,Energy
500,Ventas,2577.8,48.0,Real Estate
