rank,company,revenue ($ millions),profit ($ millions),Sector
398,Avondale Industries,800.0,N.A.,Industrials
399,Du Pont Merck Pharmaceutical,795.4,N.A.,Healthcare
400,Maxus Energy,793.2,-11.2,Energy
401,Mitchell Energy & Devel.,791.3,47.3,Energy
402,Terex,790.2,-33.4,Industrials
403,Cincinnati Milacron,787.9,-100.2,Industrials
404,Pilgrim's Pride,787.6,12.3,Consumer Defensive
405,Gitano Group,780.4,-62.5,Consumer Cyclical
406,Kaman,780.4,17.0,Industrials
407,Hubbell,768.5,90.6,Industrials
408,Valhi,765.7,24.8,Basic Materials
409,Hudson Foods,765.3,8.5,Consumer Defensive
410,JPS Textile Group,761.0,-8.6,Consumer Cyclical
411,Meredith,759.3,83.1,Communication Services
412,Millipore,748.0,60.4,Healthcare
413,Exide Technologies,742.7,-12.3,Industrials
414,A. Schulman,740.1,42.3,Basic Materials
415,Magma Copper,734.9,-120.5,Basic Materials
416,Gaylord Container,723.8,-180.3,Basic Materials
417,Cone Mills,720.8,10.1,Consumer Cyclical
418,Imperial Sugar,717.6,21.0,Consumer Defensive
419,Molex,715.7,64.6,Technology
420,Ametek,715.1,38.0,Industrials
421,Interlake,714.7,-13.7,Industrials
422,Commerce Clearing House,713.6,31.0,Financial Services
423,LSI Logic,712.6,8.3,Technology
424,Toro,711.6,9.7,Industrials
425,Stanhome,710.2,45.1,Consumer Defensive
426,Baroid,708.1,1.1,Energy
427,Vista Chemical,705.4,19.6,Basic Materials
428,Amgen,705.0,97.9,Healthcare
429,Henley Group,704.0,-661.0,Industrials
430,Safety-Kleen,696.9,51.6,Industrials
431,AST Research,696.7,64.7,Technology
432,Standard Register,693.7,32.7,Industrials
433,Insilco,685.7,-14.8,Industrials
434,Newmont Mining,683.5,94.3,Basic Materials
435,Huffy,678.9,19.8,Consumer Cyclical
436,Silgan Holdings,678.6,9.3,Consumer Cyclical
437,NCH,677.7,43.1,Healthcare
438,SPX,673.5,-19.4,Industrials
439,Blount,672.7,2.2,Industrials
440,Betz Laboratories,670.6,75.5,Basic Materials
441,Joy Technologies,667.5,24.0,Technology
442,Tambrands,666.0,79.0,Consumer Defensive
443,Pall,663.1,79.9,Industrials
444,Texas Industries,654.7,22.1,Technology
445,Robertson-Ceco,654.4,-124.8,Industrials
446,Stewart & Stevenson Svcs.,645.8,29.4,Energy
447,Longview Fibre,645.3,16.6,Basic Materials
448,Applied Materials,643.6,26.2,Technology
449,Carter-Wallace,642.7,51.8,Consumer Defensive
450,Riceland Foods,640.6,N.A.,Consumer Defensive
451,Anacomp,639.5,29.2,Industrials
452,Bell & Howell,638.5,-5.1,Technology
453,Standard Products,638.2,-45.6,Consumer Cyclical
454,Prairie Farms Dairy,637.7,N.A.,Consumer Defensive
455,Valspar,632.6,27.7,Basic Materials
456,Lukens,631.4,23.0,Basic Materials
457,UIS,630.2,30.0,Technology
458,Sealy,623.9,-73.4,Consumer Cyclical
459,Carlisle,621.2,-8.4,Industrials
460,Kennametal,619.5,21.1,Industrials
461,Fairchild,612.0,28.3,Basic Materials
462,HNI,612.0,32.9,Industrials
463,Banta,610.4,20.6,Industrials
464,La-Z-Boy,609.5,23.4,Consumer Cyclical
465,St. Joe Paper,605.3,27.6,Real Estate
466,Sun-Diamond Growers,602.9,N.A.,Consumer Defensive
467,Reynolds & Reynolds,602.0,22.5,Consumer Cyclical
468,Dr Pepper/Seven-Up,600.9,-37.5,Consumer Defensive
469,Eagle-Picher Industries,599.4,-15.8,Industrials
470,Bandag,593.9,79.6,Industrials
471,Delta Woodside Industries,590.4,23.9,Basic Materials
472,Quanex,588.9,12.4,Industrials
473,Harman Intl. Industries,586.9,-19.8,Consumer Cyclical
474,Media General,585.9,-62.1,Communication Services
475,Interface,581.8,8.9,Industrials
476,P.H. Glatfelter,577.0,76.0,Basic Materials
477,Loctite,574.6,71.9,Basic Materials
478,Arcadian,573.3,22.2,Consumer Defensive
479,Warnaco Group,573.1,-28.4,Consumer Cyclical
480,Westmoreland Coal,570.3,-13.4,Energy
481,Goulds Pumps,568.8,30.7,Industrials
482,Thomas & Betts,566.6,48.4,Technology
483,International Controls,565.8,4.2,Industrials
484,Kimball International,564.7,30.0,Consumer Cyclical
485,Carpenter Technology,562.5,30.1,Industrials
486,Ply Gem,561.5,4.0,Industrials
487,Albany International,557.7,10.3,Consumer Cyclical
488,Silicon Graphics,557.3,32.9,Technology
489,Constar International,548.2,16.8,Basic Materials
490,Dell,546.2,27.2,Technology
491,Sterling Chemicals,542.7,36.8,Basic Materials
492,First Mississippi,539.1,5.3,NaN
493,Analog Devices,538.5,8.2,Technology
494,Precision Castparts,538.3,33.4,Industrials
495,Barnes Group,538.3,15.9,Industrials
496,Standard Motor Products,534.8,6.7,Consumer Cyclical
497,American Maize-Products,533.6,11.3,Consumer Defensive
498,Wisconsin Dairies Cooperative,533.3,N.A.,Consumer Defensive
499,Block Drug,530.9,53.2,Healthcare
500,Guilford Mills,528.8,15.9,Consumer Defensive
