Rank,Name,Ticker
94,Massachusetts Mutual Life Insurance,
95,DirecTV,DTV
96,Halliburton,HAL
97,Twenty-First Century Fox,FOXA
98,3M,MMM
99,Sears Holdings,SHLDQ
100,General Dynamics,GD
101,Publix Super Markets,
102,Philip Morris International,PM
103,TJX,TJX
104,Time Warner,TWX
105,Macy’s,M
106,Nike,NKE
107,Tech Data,TECD
108,Avnet,AVT
109,Northwestern Mutual,
110,McDonald’s,MCD
111,Exelon,EXC
112,Travelers Cos.,TRV
113,Qualcomm,QCOM
114,International Paper,IP
115,Occidental Petroleum,OXY
116,Duke Energy,DUK
117,Rite Aid,RAD
118,Gilead Sciences,GILD
119,Baker Hughes,BKR
120,Emerson Electric,EMR
121,EMC,EMC
122,USAA,UATXX
123,Union Pacific,UNP
124,Northrop Grumman,NOC
125,Alcoa,AA
126,Capital One Financial,COF
127,National Oilwell Varco,NOV
128,US Foods,USFD
129,Raytheon,RTN
130,Time Warner Cable,TWX
131,Arrow Electronics,ARW
132,Aflac,AFL
133,Staples,SPLS
134,Abbott Laboratories,ABT
135,Community Health Systems,CYH
136,Fluor,FLR
137,Freeport-McMoRan,FCX
138,U.S. Bancorp,USB
139,Nucor,NUE
140,Kimberly-Clark,KMB
141,Hess,HES
142,Chesapeake Energy,CHK
143,Xerox,XRX
144,ManpowerGroup,MAN
145,Amgen,AMGN
146,AbbVie,ABBV
147,Danaher,DHR
148,Whirlpool,WHR
149,PBF Energy,PBF
150,HollyFrontier,HFC
151,Eli Lilly,LLY
152,Devon Energy,DVN
153,Progressive,PGR
154,Cummins,CMI
155,Icahn Enterprises,IEP
156,AutoNation,AN
157,Kohl’s,KSS
158,Paccar,PCAR
159,Dollar General,DG
160,Hartford Financial Services Group,HIG
161,Southwest Airlines,LUV
162,Anadarko Petroleum,APC
163,Southern,SO
164,Supervalu,SVU
165,Kraft Foods Group,KHC
166,Goodyear Tire & Rubber,GT
167,EOG Resources,EOG
168,CenturyLink,
169,Altria Group,MO
170,Tenet Healthcare,THC
171,General Mills,GIS
172,eBay,EBAY
173,ConAgra Foods,CAG
174,Lear,LEA
175,TRW Automotive Holdings,TRW
176,United States Steel,X
177,Penske Automotive Group,PAG
178,AES,AES
179,Colgate-Palmolive,CL
180,Global Partners,GLP
181,Thermo Fisher Scientific,TMO
182,PG&E Corp.,PCG
183,NextEra Energy,NEE
184,American Electric Power,AEP
185,Baxter International,BAX
186,Centene,CNC
187,Starbucks,SBUX
188,Gap,GPS
189,Bank of New York Mellon Corp.,BK
190,Micron Technology,MU
191,Jabil Circuit,JBL
192,PNC Financial Services Group,PNC
193,Kinder Morgan,KMI
194,Office Depot,ODP
195,Bristol-Myers Squibb,BMY
196,NRG Energy,NRG
197,Monsanto,MON
198,PPG Industries,PPG
199,Genuine Parts,GPC
200,Omnicom Group,OMC
201,Illinois Tool Works,ITW
202,Murphy USA,MUSA
203,Land O’Lakes,
204,Western Refining,WNR
205,Western Digital,WDC
206,FirstEnergy,FE
207,Aramark,ARMK
208,DISH Network,DISH
209,Las Vegas Sands,LVS
210,Kellogg,K
211,Loews,L
212,CBS,PARA
213,Ecolab,ECL
214,Whole Foods Market,WFM
215,Chubb,CB
216,Health Net,HNT
217,Waste Management,WM
218,Apache,APA
219,Textron,TXT
220,Synnex,SNX
221,Marriott International,MAR
222,Viacom,
223,Lincoln National,LNC
224,Nordstrom,JWN
225,C.H. Robinson Worldwide,CHRW
226,Edison International,EIX
227,Marathon Oil,MRO
228,Yum Brands,YUM
229,Computer Sciences,
230,Parker-Hannifin,PH
231,DaVita HealthCare Partners,DVA
232,CarMax,KMX
233,Texas Instruments,TXN
234,WellCare Health Plans,
235,Marsh & McLennan,MMC
236,Consolidated Edison,ED
237,Oneok,OKE
238,Visa,V
239,Jacobs Engineering Group,J
240,CSX,CSX
241,Entergy,ETR
242,Facebook,FB
243,Dominion Resources,D
244,Leucadia National,LUK
245,Toys “R” Us,
246,DTE Energy,DTE
247,Ameriprise Financial,AMP
248,VF,VFC
249,Praxair,PX
250,J.C. Penney,
251,Automatic Data Processing,ADP
252,L-3 Communications,LHX
253,CDW,CDW
254,Guardian Life Ins. Co. of America,
255,Xcel Energy,XEL
256,Norfolk Southern,NSC
257,PPL,PPL
258,R.R. Donnelley & Sons,RRD
259,Huntsman,HUN
260,Bed Bath & Beyond,BBBY
261,Stanley Black & Decker,SWK
262,L Brands,LB
263,Liberty Interactive,
264,Farmers Insurance Exchange,
265,First Data,FDC
266,Sherwin-Williams,SHW
267,BlackRock,BLK
268,Voya Financial,VOYA
269,Ross Stores,ROST
270,Sempra Energy,SRE
271,Estee Lauder,EL
272,H.J. Heinz,KHC
273,Reinsurance Group of America,RGA
274,Public Service Enterprise Group,PEG
275,Cameron International,CAM
276,Navistar International,NAV
277,CST Brands,
278,State Street Corp.,STT
279,Unum Group,UNM
280,Hilton Worldwide Holdings,HLT
281,Family Dollar Stores,
282,Principal Financial,PFG
283,Reliance Steel & Aluminum,RS
284,Air Products & Chemicals,APD
285,Assurant,AIZ
286,Peter Kiewit Sons’,
287,Henry Schein,HSIC
288,Cognizant Technology Solutions,CTSH
289,MGM Resorts International,MGM
290,W.W. Grainger,GWW
291,Group 1 Automotive,GPI
292,BB&T Corp.,
293,WestRock,WRK
294,Advance Auto Parts,AAP
295,Ally Financial,ALLY
296,AGCO,AGCO
297,Corning,GLW
298,Biogen,BIIB
299,NGL Energy Partners,NGL
300,Stryker,SYK
301,Molina Healthcare,MOH
302,Precision Castparts,PCP
303,Discover Financial Services,DFS
304,Genworth Financial,GNW
305,Eastman Chemical,EMN
306,Dean Foods,DFODQ
307,AutoZone,AZO
308,MasterCard,MA
309,Owens & Minor,OMI
310,Hormel Foods,HRL
311,GameStop,GME
312,Autoliv,ALV
313,CenterPoint Energy,CNP
314,Fidelity National Financial,FNF
315,Sonic Automotive,SAH
316,HD Supply Holdings,HDS
317,Charter Communications,CHTR
318,Crown Holdings,CCK
319,Applied Materials,AMAT
320,Mosaic,MOS
321,CBRE Group,CBRE
322,Avon Products,AVP
323,Republic Services,RSG
324,Universal Health Services,UHS
325,Darden Restaurants,DRI
326,Steel Dynamics,STLD
327,SunTrust Banks,TFC
328,Caesars Entertainment,CZR
329,Targa Resources,TRGP
330,Dollar Tree,DLTR
331,News Corp.,NWSA
332,Ball,BALL
333,Thrivent Financial for Lutherans,
334,Masco,MAS
335,Franklin Resources,BEN
336,Avis Budget Group,CAR
337,Reynolds American,
338,Becton Dickinson,BDX
339,Priceline Group,PCLM
340,Broadcom,AVGO
341,Tenneco,
342,Campbell Soup,CPB
343,AECOM,ACM
344,Visteon,VC
345,Delek US Holdings,DK
346,Dover,DOV
347,BorgWarner,BWA
348,Jarden,JAH
349,UGI,UGI
350,Murphy Oil,MUR
351,PVH,PVH
352,Core-Mark Holding,
353,Calpine,
354,D.R. Horton,DHI
355,Weyerhaeuser,WY
356,KKR,KKR
357,FMC Technologies,
358,American Family Insurance Group,
359,SpartanNash,SPTN
360,WESCO International,WCC
361,Quanta Services,PWR
362,Mohawk Industries,MHK
363,Motorola Solutions,MSI
364,Lennar,LEN
365,TravelCenters of America,TA
366,Sealed Air,SEE
367,Eversource Energy,ES
368,Coca-Cola Enterprises,KO
369,Celgene,BMY
370,Williams,WMB
371,Ashland,ASH
372,Interpublic Group,IPG
373,Blackstone Group,BX
374,Ralph Lauren,RL
375,Quest Diagnostics,DGX
376,Hershey,HSY
377,Terex,TEX
378,Boston Scientific,BSX
379,Newmont Mining,NEM
380,Allergan,AGN
381,O’Reilly Automotive,ORLY
382,Casey’s General Stores,CASY
383,CMS Energy,CMS
384,Foot Locker,FL
385,W.R. Berkley,WRB
386,PetSmart,PETM
387,Pacific Life,
388,Commercial Metals,CMC
389,Agilent Technologies,A
390,Huntington Ingalls Industries,HII
391,Mutual of Omaha Insurance,
392,Live Nation Entertainment,LYV
393,Dick’s Sporting Goods,DKS
394,Oshkosh,OSK
395,Celanese,CE
396,Spirit AeroSystems Holdings,SPR
397,United Natural Foods,UNFI
398,Peabody Energy,BTU
399,Owens-Illinois,OI
400,Dillard’s,DDS
401,Level 3 Communications,LVLT
402,Pantry,PTRY
403,LKQ,LKQ
404,Integrys Energy Group,
405,Symantec,SYMC
406,Buckeye Partners,BPL
407,Ryder System,R
408,SanDisk,SNDK
409,Rockwell Automation,ROK
410,Dana Holding,DAN
411,Lansing Trade Group,
412,NCR,NCR
413,Expeditors International of Washington,EXPD
414,Omnicare,OCR
415,AK Steel Holding,
416,Fifth Third Bancorp,FITB
417,Seaboard,SEB
418,NiSource,NI
419,Cablevision Systems,CVC
420,Anixter International,AXE
421,EMCOR Group,EME
422,Fidelity National Information Services,FIS
423,Barnes & Noble,BNED
424,KBR,KBR
425,Auto-Owners Insurance,
426,Jones Financial,
427,Avery Dennison,AVY
428,NetApp,NTAP
429,iHeartMedia,IHRT
430,Discovery Communications,DISCK
431,Harley-Davidson,HOG
432,Sanmina,SANM
433,Trinity Industries,TRN
434,J.B. Hunt Transport Services,JBHT
435,Charles Schwab,SCHW
436,Erie Insurance Group,
437,Dr Pepper Snapple Group,
438,Ameren,AEE
439,Mattel,MAT
440,Laboratory Corp. of America,LH
441,TEGNA,TGNA
442,Starwood Hotels & Resorts,HOT
443,General Cable,BGC
444,A-Mark Precious Metals,AMRK
445,Graybar Electric,
446,Energy Future Holdings,TXU
447,HRG Group,HRG
448,MRC Global,MRC
449,Spectra Energy,SE
450,Asbury Automotive Group,ABG
451,Packaging Corp. of America,PKG
452,Windstream Holdings,WINMQ
453,PulteGroup,PHM
454,JetBlue Airways,JBLU
455,Newell Brands,NWL
456,Con-way,CNW
457,Calumet Specialty Products Partners,CLMT
458,Expedia,EXPE
459,American Financial Group,AFG
460,Tractor Supply,TSCO
461,United Rentals,URI
462,Ingredion,INGR
463,Navient,NAVI
464,MeadWestvaco,MWV
465,AGL Resources,AGL
466,St. Jude Medical,
467,J.M. Smucker,SJM
468,Western Union,WU
469,Clorox,CLX
470,Domtar,UFS
471,Kelly Services,KELYA
472,Old Republic International,ORI
473,Advanced Micro Devices,AMD
474,Netflix,NFLX
475,Booz Allen Hamilton Holding,BAH
476,Quintiles Transnational Holdings,IQV
477,Wynn Resorts,WYNN
478,Jones Lang LaSalle,JLL
479,Regions Financial,RF
480,CH2M Hill,
481,Western & Southern Financial Group,
482,Lithia Motors,LAD
483,salesforce.com,CRM
484,Alaska Air Group,ALK
485,Host Hotels & Resorts,HST
486,Harman International Industries,
487,Amphenol,APH
488,Realogy Holdings,RLGY
489,Essendant,
490,Hanesbrands,HBI
491,Kindred Healthcare,KND
492,ARRIS Group,ARRS
493,Insight Enterprises,NSIT
494,Alliance Data Systems,BFH
495,LifePoint Health,LPNT
496,Pioneer Natural Resources,PXD
497,Wyndham Worldwide,WH
498,Owens Corning,OC
499,Alleghany,Y
500,McGraw Hill Financial,
