Rank,Name,Ticker
79,Tyson Foods,TSN
80,TJX,TJX
81,TIAA,
82,Oracle,ORCL
83,General Dynamics,GD
84,Deere,DE
85,Nike,NKE
86,Progressive,PGR
87,Publix Super Markets,
88,Coca-Cola,KO
89,Massachusetts Mutual Life Insurance,
90,Tech Data,TECD
91,World Fuel Services,INT
92,Honeywell International,HON
93,ConocoPhillips,COP
94,USAA,UATXX
95,Exelon,EXC
96,Northrop Grumman,NOC
97,Capital One Financial,COF
98,Plains GP Holdings,PAGP
99,AbbVie,ABBV
100,StoneX Group,SNEX
101,Enterprise Products Partners,EPD
102,Northwestern Mutual,
103,3M,MMM
104,Abbott Laboratories,ABT
105,CHS,
106,Travelers,TRV
107,Philip Morris International,PM
108,Raytheon,RTN
109,Hewlett Packard Enterprise,HPE
110,Arrow Electronics,ARW
111,ViacomCBS,VIAC
112,Dollar General,DG
113,U.S. Bancorp,USB
114,Starbucks,SBUX
115,Bristol-Myers Squibb,BMY
116,US Foods Holding,USFD
117,Mondelez International,MDLZ
118,Paccar,PCAR
119,Thermo Fisher Scientific,TMO
120,Macy's,M
121,Jabil,JBL
122,Kraft Heinz,KHC
123,Duke Energy,DUK
124,Tesla,TSLA
125,PBF Energy,PBF
126,Qualcomm,QCOM
127,NGL Energy Partners,NGL
128,CBRE Group,CBRE
129,Baker Hughes,BKR
130,Synnex,SNX
131,Dollar Tree,DLTR
132,Cummins,CMI
133,United Natural Foods,UNFI
134,Micron Technology,MU
135,Amgen,AMGN
136,Penske Automotive Group,PAG
137,Visa,V
138,Broadcom,AVGO
139,Nucor,NUE
140,Gilead Sciences,GILD
141,Southwest Airlines,LUV
142,Halliburton,HAL
143,CenturyLink,
144,International Paper,IP
145,Eli Lilly,LLY
146,Aflac,AFL
147,Lennar,LEN
148,Occidental Petroleum,OXY
149,Union Pacific,UNP
150,Rite Aid,RAD
151,PNC Financial Services Group,PNC
152,DuPont,DD
153,Southern,SO
154,AutoNation,AN
155,DXC Technology,DXC
156,McDonald's,MCD
157,Marriott International,MAR
158,ManpowerGroup,MAN
159,Bank of New York Mellon,BK
160,Hartford Financial Services Group,HIG
161,Danaher,DHR
162,Whirlpool,WHR
163,AECOM,ACM
164,Netflix,NFLX
165,Kohl's,KSS
166,Lear,LEA
167,Altria Group,MO
168,Performance Food Group,PFGC
169,Avnet,AVT
170,Synchrony Financial,SYF
171,Genuine Parts,GPC
172,NextEra Energy,NEE
173,CarMax,KMX
174,Tenet Healthcare,THC
175,Kimberly-Clark,KMB
176,Emerson Electric,EMR
177,WestRock,WRK
178,CDW,CDW
179,Jones Lang LaSalle,JLL
180,Sherwin-Williams,SHW
181,Fluor,FLR
182,PayPal Holdings,PYPL
183,D.R. Horton,DHI
184,HollyFrontier,HFC
185,Tenneco,
186,EOG Resources,EOG
187,Becton Dickinson,BDX
188,Lincoln National,LNC
189,PG&E,PCG
190,salesforce.com,CRM
191,Mastercard,MA
192,General Mills,GIS
193,Molina Healthcare,MOH
194,Cognizant Technology Solutions,CTSH
195,Marsh & McLennan,MMC
196,XPO Logistics,XPO
197,Dominion Energy,D
198,Western Digital,WDC
199,Gap,GPS
200,Aramark,ARMK
201,Principal Financial,PFG
202,Ross Stores,ROST
203,Colgate-Palmolive,CL
204,American Electric Power,AEP
205,Nordstrom,JWN
206,Jacobs Engineering Group,J
207,Waste Management,WM
208,C.H. Robinson Worldwide,CHRW
209,PPG Industries,PPG
210,Booking Holdings,BKNG
211,Omnicom Group,OMC
212,Loews,L
213,Ecolab,ECL
214,Stryker,SYK
215,Estee Lauder,EL
216,Goodyear Tire & Rubber,GT
217,Truist Financial,TFC
218,Applied Materials,AMAT
219,BlackRock,BLK
220,Stanley Black & Decker,SWK
221,Freeport-McMoRan,FCX
222,Texas Instruments,TXN
223,Biogen,BIIB
224,Parker-Hannifin,PH
225,Reinsurance Group of America,RGA
226,Howmet Aerospace,HWM
227,Automatic Data Processing,ADP
228,Uber Technologies,UBER
229,Illinois Tool Works,ITW
230,DaVita,DVA
231,Discover Financial Services,DFS
232,Land O'Lakes,
233,VF,VFC
234,Corteva,CTVA
235,Las Vegas Sands,LVS
236,Textron,TXT
237,Kellogg,K
238,Guardian Life Ins. Co. of America,
239,Qurate Retail,QRTEA
240,Core-Mark Holding,
241,Community Health Systems,CYH
242,Kinder Morgan,KMI
243,BJ's Wholesale Club,BJ
244,State Street,STT
245,Ameriprise Financial,AMP
246,Global Partners,GLP
247,United States Steel,X
248,L Brands,LB
249,MGM Resorts International,MGM
250,L3Harris Technologies,LHX
251,DISH Network,DISH
252,Lithia Motors,LAD
253,DTE Energy,DTE
254,American Family Insurance Group,
255,Farmers Insurance Exchange,
256,Consolidated Edison,ED
257,LKQ,LKQ
258,Sempra Energy,SRE
259,Edison International,EIX
260,CenterPoint Energy,CNP
261,Quanta Services,PWR
262,Murphy USA,MUSA
263,Expedia Group,EXPE
264,Group 1 Automotive,GPI
265,Bed Bath & Beyond,BBBY
266,Unum Group,UNM
267,CSX,CSX
268,AutoZone,AZO
269,Pacific Life,
270,Vistra Energy,VST
271,Charles Schwab,SCHW
272,Crown Holdings,CCK
273,Ally Financial,ALLY
274,Laboratory Corp. of America,LH
275,Live Nation Entertainment,LYV
276,Xcel Energy,XEL
277,Corning,GLW
278,W.W. Grainger,GWW
279,Ball,BALL
280,Fox,FOXA
281,Universal Health Services,UHS
282,Baxter International,BAX
283,Norfolk Southern,NSC
284,Navistar International,NAV
285,Adobe,ADBE
286,J.C. Penney,
287,Discovery,DISCA
288,Keurig Dr Pepper,KDP
289,Leidos Holdings,LDOS
290,IQVIA Holdings,IQV
291,Reliance Steel & Aluminum,RS
292,Nvidia,NVDA
293,Entergy,ETR
294,FirstEnergy,FE
295,eBay,EBAY
296,Boston Scientific,BSX
297,Office Depot,ODP
298,Molson Coors Beverage,TAP
299,Steel Dynamics,STLD
300,Mutual of Omaha Insurance,
301,Sonic Automotive,SAH
302,Alcoa,AA
303,Fidelity National Information Services,FIS
304,Henry Schein,HSIC
305,Republic Services,RSG
306,Liberty Media,LSXMA
307,Peter Kiewit Sons',
308,Interpublic Group,IPG
309,PulteGroup,PHM
310,AES,AES
311,Fiserv,FISV
312,BorgWarner,BWA
313,Oneok,OKE
314,O'Reilly Automotive,ORLY
315,Assurant,AIZ
316,Newell Brands,NWL
317,Public Service Enterprise Group,PEG
318,News Corp.,NWSA
319,Calpine,
320,Auto-Owners Insurance,
321,Mohawk Industries,MHK
322,PVH,PVH
322,Campbell Soup,CPB
324,NRG Energy,NRG
325,Fifth Third Bancorp,FITB
326,Hertz Global Holdings,HTZ
327,Altice USA,ATUS
328,Newmont,NEM
329,Cheniere Energy,LNG
330,Advance Auto Parts,AAP
331,Lam Research,LRCX
332,Owens & Minor,OMI
333,Equitable Holdings,EQH
334,Conagra Brands,CAG
335,Markel,MKL
336,Jones Financial (Edward Jones),
337,Hormel Foods,HRL
338,Hilton Worldwide Holdings,HLT
339,Univar Solutions,UNVR
340,United Rentals,URI
341,Pioneer Natural Resources,PXD
342,Delek US Holdings,DK
343,Eastman Chemical,EMN
344,EMCOR Group,EME
345,Avis Budget Group,CAR
346,J.B. Hunt Transport Services,JBHT
347,Xerox Holdings,XRX
348,Wayfair,W
349,KKR,KKR
350,AGCO,AGCO
351,Alleghany,Y
352,Icahn Enterprises,IEP
353,Voya Financial,VOYA
354,Ryder System,R
355,Air Products & Chemicals,APD
356,Mosaic,MOS
357,Huntington Ingalls Industries,HII
358,Berry Global Group,BERY
359,Anixter International,AXE
360,Alaska Air Group,ALK
361,Yum China Holdings,YUMC
362,Dick's Sporting Goods,DKS
363,Caesars Entertainment,CZR
364,Genworth Financial,GNW
365,Targa Resources,TRGP
366,Coty,COTY
367,Dana,DAN
368,Thrivent Financial for Lutherans,
369,Autoliv,ALV
370,SpartanNash,SPTN
371,Eversource Energy,ES
372,Darden Restaurants,DRI
373,Chesapeake Energy,CHK
374,National Oilwell Varco,NOV
375,Fidelity National Financial,FNF
376,Erie Insurance Group,
377,Oshkosh,OSK
378,Casey's General Stores,CASY
379,WESCO International,WCC
380,Tractor Supply,TSCO
381,CommScope Holding,COMM
382,Huntsman,HUN
383,American Financial Group,AFG
384,Masco,MAS
385,Sanmina,SANM
386,Amphenol,APH
387,Williams,WMB
388,Westinghouse Air Brake,WAB
389,Expeditors Intl. of Washington,EXPD
390,Andersons,ANDE
391,Westlake Chemical,WLK
392,Constellation Brands,STZ
393,Frontier Communications,FYBR
394,JetBlue Airways,JBLU
395,Citizens Financial Group,CFG
396,Raymond James Financial,RJF
397,Foot Locker,FL
398,Hershey,HSY
399,Zimmer Biomet Holdings,ZBH
400,Cincinnati Financial,CINF
401,Western & Southern Financial Group,
402,W.R. Berkley,WRB
403,Motorola Solutions,MSI
404,Thor Industries,THO
405,Regeneron Pharmaceuticals,REGN
406,Spirit AeroSystems Holdings,SPR
407,J.M. Smucker,SJM
408,PPL,PPL
409,Insight Enterprises,NSIT
410,Quest Diagnostics,DGX
411,KeyCorp,KEY
412,Veritiv,VRTV
413,DCP Midstream,DCP
414,American Tower,AMT
415,Graybar Electric,
416,WEC Energy Group,WEC
417,NVR,NVR
418,Ulta Beauty,ULTA
419,Devon Energy,DVN
420,Blackstone Group,BX
421,Dean Foods,DFODQ
422,Fortive,FTV
423,UGI,UGI
424,Burlington Stores,BURL
425,Builders FirstSource,BLDR
426,Toll Brothers,TOL
427,Old Republic International,ORI
428,Asbury Automotive Group,ABG
429,Arthur J. Gallagher,AJG
430,MasTec,MTZ
431,Owens Corning,OC
432,Magellan Health,MGLN
433,Dover,DOV
434,Beacon Roofing Supply,BECN
435,Avery Dennison,AVY
436,Hanesbrands,HBI
437,Packaging Corp. of America,PKG
438,M&T Bank,MTB
439,NCR,NCR
440,Northern Trust,NTRS
441,Cintas,CTAS
442,Polaris,PII
443,CMS Energy,CMS
444,Seaboard,SEB
445,Intuit,INTU
446,Regions Financial,RF
447,FM Global,
448,Advanced Micro Devices,AMD
449,Ovintiv,OVV
450,Booz Allen Hamilton Holding,BAH
451,S&P Global,SPGI
452,Rockwell Automation,ROK
453,O-I Glass,OI
454,Wynn Resorts,WYNN
455,Securian Financial Group,
456,Alliance Data Systems,BFH
457,Weyerhaeuser,WY
457,Brighthouse Financial,BHF
459,Intercontinental Exchange,ICE
460,American Axle & Manufacturing,AXL
461,Hess,HES
462,ABM Industries,ABM
463,Activision Blizzard,ATVI
464,GameStop,GME
465,Apache,APA
466,Science Applications International,SAIC
467,AK Steel Holding,
468,Dillard's,DDS
469,Ralph Lauren,RL
470,Celanese,CE
471,R.R. Donnelley & Sons,RRD
472,Zoetis,ZTS
473,Ascena Retail Group,ASNA
474,Clorox,CLX
475,Ingredion,INGR
476,First American Financial,FAF
477,Graphic Packaging Holding,GPK
478,NetApp,NTAP
478,HD Supply Holdings,HDS
480,TravelCenters of America,TA
481,Olin,OLN
482,Robert Half International,RHI
483,EnLink Midstream,ENLC
484,Avantor,AVTR
485,Tapestry,TPR
486,TD Ameritrade Holding,AMTD
487,Analog Devices,ADI
488,Ameren,AEE
489,Williams-Sonoma,WSM
490,Realogy Holdings,RLGY
491,Commercial Metals,CMC
492,Rush Enterprises,RUSHA
493,Franklin Resources,BEN
494,Fortune Brands Home & Security,FBHS
495,Levi Strauss,LEVI
496,Crown Castle International,CCI
497,Simon Property Group,SPG
498,Cerner,CERN
499,Post Holdings,POST
500,Huntington Bancshares,HBAN
